,index,function_np,total_np_calls,num_networkx_funs_used_by,used_by_networkx,function_name,np,numpy_api_link,ak,function_ak,arkouda_api_link,partial_ak_coverage
14,363,dtype,8.0,8.0,True,dtype,numpy.dtype,https://numpy.org/doc/stable/reference/generated/numpy.dtype.html,arkouda.dtypes.dtype,dtypes.dtype,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dtypes.dtype,True
15,364,sum,10.0,7.0,True,sum,numpy.sum,https://numpy.org/doc/stable/reference/generated/numpy.sum.html,arkouda.pdarrayclass.sum,pdarrayclass.sum,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.sum,True
16,365,sum,10.0,7.0,True,sum,numpy.sum,https://numpy.org/doc/stable/reference/generated/numpy.sum.html,arkouda.array_api._statistical_functions.sum,array_api._statistical_functions.sum,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.sum,True
17,366,float64,9.0,7.0,True,float64,numpy.float64,https://numpy.org/doc/stable/reference/generated/numpy.float64.html,arkouda.dtypes.float64,dtypes.float64,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dtypes.float64,True
18,367,float32,8.0,7.0,True,float32,numpy.float32,https://numpy.org/doc/stable/reference/generated/numpy.float32.html,arkouda.dtypes.float32,dtypes.float32,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dtypes.float32,True
19,368,int64,8.0,7.0,True,int64,numpy.int64,https://numpy.org/doc/stable/reference/generated/numpy.int64.html,arkouda.dtypes.int64,dtypes.int64,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dtypes.int64,True
20,369,random.Generator,8.0,7.0,True,Generator,numpy.random.Generator,https://numpy.org/doc/stable/reference/generated/numpy.random.Generator.html,,,,False
21,370,random,8.0,6.0,True,random,numpy.random,https://numpy.org/doc/stable/reference/generated/numpy.random.html,,,,False
22,371,int32,6.0,6.0,True,int32,numpy.int32,https://numpy.org/doc/stable/reference/generated/numpy.int32.html,arkouda.dtypes.int32,dtypes.int32,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dtypes.int32,True
23,372,ones,6.0,6.0,True,ones,numpy.ones,https://numpy.org/doc/stable/reference/generated/numpy.ones.html,arkouda.pdarraycreation.ones,pdarraycreation.ones,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.ones,True
24,373,ones,6.0,6.0,True,ones,numpy.ones,https://numpy.org/doc/stable/reference/generated/numpy.ones.html,arkouda.array_api._creation_functions.ones,array_api._creation_functions.ones,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.ones,True
25,374,pi,7.0,5.0,True,pi,numpy.pi,https://numpy.org/doc/stable/reference/generated/numpy.pi.html,,,,False
26,375,arange,6.0,5.0,True,arange,numpy.arange,https://numpy.org/doc/stable/reference/generated/numpy.arange.html,arkouda.pdarraycreation.arange,pdarraycreation.arange,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.arange,True
27,376,arange,6.0,5.0,True,arange,numpy.arange,https://numpy.org/doc/stable/reference/generated/numpy.arange.html,arkouda.array_api._creation_functions.arange,array_api._creation_functions.arange,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.arange,True
28,377,inf,6.0,5.0,True,inf,numpy.inf,https://numpy.org/doc/stable/reference/generated/numpy.inf.html,,,,False
29,378,abs,8.0,4.0,True,,,,,,,
30,379,all,8.0,4.0,True,all,numpy.all,https://numpy.org/doc/stable/reference/generated/numpy.all.html,arkouda.pdarrayclass.all,pdarrayclass.all,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.all,True
31,380,all,8.0,4.0,True,all,numpy.all,https://numpy.org/doc/stable/reference/generated/numpy.all.html,arkouda.array_api._utility_functions.all,array_api._utility_functions.all,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._utility_functions.all,True
32,381,newaxis,6.0,4.0,True,newaxis,numpy.newaxis,https://numpy.org/doc/stable/reference/generated/numpy.newaxis.html,,,,False
33,382,random.random_sample,6.0,4.0,True,random_sample,numpy.random.random_sample,https://numpy.org/doc/stable/reference/generated/numpy.random.random_sample.html,,,,False
34,383,allclose,5.0,4.0,True,allclose,numpy.allclose,https://numpy.org/doc/stable/reference/generated/numpy.allclose.html,,,,False
35,384,sin,5.0,4.0,True,sin,numpy.sin,https://numpy.org/doc/stable/reference/generated/numpy.sin.html,arkouda.numeric.sin,numeric.sin,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.sin,True
36,385,sin,5.0,4.0,True,sin,numpy.sin,https://numpy.org/doc/stable/reference/generated/numpy.sin.html,arkouda.array_api._elementwise_functions.sin,array_api._elementwise_functions.sin,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.sin,True
37,386,eye,4.0,4.0,True,eye,numpy.eye,https://numpy.org/doc/stable/reference/generated/numpy.eye.html,arkouda.array_api._creation_functions.eye,array_api._creation_functions.eye,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.eye,True
38,387,linalg.inv,4.0,4.0,True,inv,numpy.linalg.inv,https://numpy.org/doc/stable/reference/generated/numpy.linalg.inv.html,,,,False
39,388,array_equal,5.0,3.0,True,array_equal,numpy.array_equal,https://numpy.org/doc/stable/reference/generated/numpy.array_equal.html,,,,False
40,389,diag,5.0,3.0,True,diag,numpy.diag,https://numpy.org/doc/stable/reference/generated/numpy.diag.html,,,,False
41,390,std,5.0,3.0,True,std,numpy.std,https://numpy.org/doc/stable/reference/generated/numpy.std.html,arkouda.pdarrayclass.std,pdarrayclass.std,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.std,True
42,391,std,5.0,3.0,True,std,numpy.std,https://numpy.org/doc/stable/reference/generated/numpy.std.html,arkouda.array_api._statistical_functions.std,array_api._statistical_functions.std,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.std,True
43,392,argmax,4.0,3.0,True,argmax,numpy.argmax,https://numpy.org/doc/stable/reference/generated/numpy.argmax.html,arkouda.pdarrayclass.argmax,pdarrayclass.argmax,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.argmax,True
44,393,argmax,4.0,3.0,True,argmax,numpy.argmax,https://numpy.org/doc/stable/reference/generated/numpy.argmax.html,arkouda.array_api._searching_functions.argmax,array_api._searching_functions.argmax,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions.argmax,True
45,394,cos,4.0,3.0,True,cos,numpy.cos,https://numpy.org/doc/stable/reference/generated/numpy.cos.html,arkouda.numeric.cos,numeric.cos,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.cos,True
46,395,cos,4.0,3.0,True,cos,numpy.cos,https://numpy.org/doc/stable/reference/generated/numpy.cos.html,arkouda.array_api._elementwise_functions.cos,array_api._elementwise_functions.cos,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.cos,True
47,396,intp,4.0,3.0,True,intp,numpy.intp,https://numpy.org/doc/stable/reference/generated/numpy.intp.html,,,,False
48,397,linalg.eig,4.0,3.0,True,eig,numpy.linalg.eig,https://numpy.org/doc/stable/reference/generated/numpy.linalg.eig.html,,,,False
49,398,ndarray,4.0,3.0,True,ndarray,numpy.ndarray,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.html,,,,False
50,399,outer,4.0,3.0,True,outer,numpy.outer,https://numpy.org/doc/stable/reference/generated/numpy.outer.html,,,,False
51,400,random.default_rng,4.0,3.0,True,default_rng,numpy.random.default_rng,https://numpy.org/doc/stable/reference/generated/numpy.random.default_rng.html,,,,False
52,401,uint8,4.0,3.0,True,uint8,numpy.uint8,https://numpy.org/doc/stable/reference/generated/numpy.uint8.html,arkouda.dtypes.uint8,dtypes.uint8,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dtypes.uint8,True
53,402,argsort,3.0,3.0,True,argsort,numpy.argsort,https://numpy.org/doc/stable/reference/generated/numpy.argsort.html,arkouda.sorting.argsort,sorting.argsort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.sorting.argsort,True
54,403,argsort,3.0,3.0,True,argsort,numpy.argsort,https://numpy.org/doc/stable/reference/generated/numpy.argsort.html,arkouda.array_api._sorting_functions.argsort,array_api._sorting_functions.argsort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._sorting_functions.argsort,True
55,404,column_stack,3.0,3.0,True,column_stack,numpy.column_stack,https://numpy.org/doc/stable/reference/generated/numpy.column_stack.html,,,,False
56,405,fill_diagonal,3.0,3.0,True,fill_diagonal,numpy.fill_diagonal,https://numpy.org/doc/stable/reference/generated/numpy.fill_diagonal.html,,,,False
57,406,isinf,3.0,3.0,True,isinf,numpy.isinf,https://numpy.org/doc/stable/reference/generated/numpy.isinf.html,arkouda.numeric.isinf,numeric.isinf,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.isinf,True
58,407,isinf,3.0,3.0,True,isinf,numpy.isinf,https://numpy.org/doc/stable/reference/generated/numpy.isinf.html,arkouda.array_api._elementwise_functions.isinf,array_api._elementwise_functions.isinf,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.isinf,True
59,408,ix_,3.0,3.0,True,ix_,numpy.ix_,https://numpy.org/doc/stable/reference/generated/numpy.ix_.html,,,,False
60,409,linalg.eigvals,3.0,3.0,True,eigvals,numpy.linalg.eigvals,https://numpy.org/doc/stable/reference/generated/numpy.linalg.eigvals.html,,,,False
61,410,nonzero,3.0,3.0,True,nonzero,numpy.nonzero,https://numpy.org/doc/stable/reference/generated/numpy.nonzero.html,arkouda.array_api._searching_functions.nonzero,array_api._searching_functions.nonzero,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions.nonzero,True
62,411,random.mtrand._rand,3.0,3.0,True,,,,,,,
63,412,real,3.0,3.0,True,real,numpy.real,https://numpy.org/doc/stable/reference/generated/numpy.real.html,arkouda.array_api._elementwise_functions.real,array_api._elementwise_functions.real,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.real,True
64,413,transpose,3.0,3.0,True,transpose,numpy.transpose,https://numpy.org/doc/stable/reference/generated/numpy.transpose.html,,,,False
65,414,int_,4.0,2.0,True,int_,numpy.int_,https://numpy.org/doc/stable/reference/generated/numpy.int_.html,,,,False
66,415,mean,3.0,2.0,True,mean,numpy.mean,https://numpy.org/doc/stable/reference/generated/numpy.mean.html,arkouda.pdarrayclass.mean,pdarrayclass.mean,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.mean,True
67,416,mean,3.0,2.0,True,mean,numpy.mean,https://numpy.org/doc/stable/reference/generated/numpy.mean.html,arkouda.array_api._statistical_functions.mean,array_api._statistical_functions.mean,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.mean,True
68,417,concatenate,2.0,2.0,True,concatenate,numpy.concatenate,https://numpy.org/doc/stable/reference/generated/numpy.concatenate.html,arkouda.util.concatenate,util.concatenate,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.util.concatenate,True
69,418,concatenate,2.0,2.0,True,concatenate,numpy.concatenate,https://numpy.org/doc/stable/reference/generated/numpy.concatenate.html,arkouda.pdarraysetops.concatenate,pdarraysetops.concatenate,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraysetops.concatenate,True
70,419,empty,2.0,2.0,True,empty,numpy.empty,https://numpy.org/doc/stable/reference/generated/numpy.empty.html,arkouda.array_api._creation_functions.empty,array_api._creation_functions.empty,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.empty,True
71,420,errstate,2.0,2.0,True,errstate,numpy.errstate,https://numpy.org/doc/stable/reference/generated/numpy.errstate.html,,,,False
72,421,float16,2.0,2.0,True,float16,numpy.float16,https://numpy.org/doc/stable/reference/generated/numpy.float16.html,,,,False
73,422,full,2.0,2.0,True,full,numpy.full,https://numpy.org/doc/stable/reference/generated/numpy.full.html,arkouda.pdarraycreation.full,pdarraycreation.full,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.full,True
74,423,full,2.0,2.0,True,full,numpy.full,https://numpy.org/doc/stable/reference/generated/numpy.full.html,arkouda.array_api._creation_functions.full,array_api._creation_functions.full,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.full,True
75,424,identity,2.0,2.0,True,identity,numpy.identity,https://numpy.org/doc/stable/reference/generated/numpy.identity.html,arkouda.util.identity,util.identity,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.util.identity,True
76,425,int16,2.0,2.0,True,int16,numpy.int16,https://numpy.org/doc/stable/reference/generated/numpy.int16.html,arkouda.dtypes.int16,dtypes.int16,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dtypes.int16,True
77,426,int8,2.0,2.0,True,int8,numpy.int8,https://numpy.org/doc/stable/reference/generated/numpy.int8.html,arkouda.dtypes.int8,dtypes.int8,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dtypes.int8,True
78,427,intc,2.0,2.0,True,intc,numpy.intc,https://numpy.org/doc/stable/reference/generated/numpy.intc.html,,,,False
79,428,linspace,2.0,2.0,True,linspace,numpy.linspace,https://numpy.org/doc/stable/reference/generated/numpy.linspace.html,arkouda.pdarraycreation.linspace,pdarraycreation.linspace,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarraycreation.linspace,True
80,429,linspace,2.0,2.0,True,linspace,numpy.linspace,https://numpy.org/doc/stable/reference/generated/numpy.linspace.html,arkouda.array_api._creation_functions.linspace,array_api._creation_functions.linspace,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._creation_functions.linspace,True
81,430,random.rand,2.0,2.0,True,rand,numpy.random.rand,https://numpy.org/doc/stable/reference/generated/numpy.random.rand.html,,,,False
82,431,random.shuffle,2.0,2.0,True,shuffle,numpy.random.shuffle,https://numpy.org/doc/stable/reference/generated/numpy.random.shuffle.html,,,,False
83,432,set_printoptions,2.0,2.0,True,set_printoptions,numpy.set_printoptions,https://numpy.org/doc/stable/reference/generated/numpy.set_printoptions.html,,,,False
84,433,sort,2.0,2.0,True,sort,numpy.sort,https://numpy.org/doc/stable/reference/generated/numpy.sort.html,arkouda.sorting.sort,sorting.sort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.sorting.sort,True
85,434,sort,2.0,2.0,True,sort,numpy.sort,https://numpy.org/doc/stable/reference/generated/numpy.sort.html,arkouda.array_api._sorting_functions.sort,array_api._sorting_functions.sort,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._sorting_functions.sort,True
86,435,uint16,2.0,2.0,True,uint16,numpy.uint16,https://numpy.org/doc/stable/reference/generated/numpy.uint16.html,arkouda.dtypes.uint16,dtypes.uint16,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dtypes.uint16,True
87,436,uint32,2.0,2.0,True,uint32,numpy.uint32,https://numpy.org/doc/stable/reference/generated/numpy.uint32.html,arkouda.dtypes.uint32,dtypes.uint32,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dtypes.uint32,True
88,437,uint64,2.0,2.0,True,uint64,numpy.uint64,https://numpy.org/doc/stable/reference/generated/numpy.uint64.html,arkouda.dtypes.uint64,dtypes.uint64,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.dtypes.uint64,True
89,438,einsum,3.0,1.0,True,einsum,numpy.einsum,https://numpy.org/doc/stable/reference/generated/numpy.einsum.html,,,,False
90,439,iterable,3.0,1.0,True,iterable,numpy.iterable,https://numpy.org/doc/stable/reference/generated/numpy.iterable.html,,,,False
91,440,append,2.0,1.0,True,append,numpy.append,https://numpy.org/doc/stable/reference/generated/numpy.append.html,,,,False
92,441,atleast_2d,2.0,1.0,True,atleast_2d,numpy.atleast_2d,https://numpy.org/doc/stable/reference/generated/numpy.atleast_2d.html,,,,False
93,442,clip,2.0,1.0,True,clip,numpy.clip,https://numpy.org/doc/stable/reference/generated/numpy.clip.html,,,,False
94,443,min,2.0,1.0,True,min,numpy.min,https://numpy.org/doc/stable/reference/generated/numpy.min.html,arkouda.pdarrayclass.min,pdarrayclass.min,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.min,True
95,444,min,2.0,1.0,True,min,numpy.min,https://numpy.org/doc/stable/reference/generated/numpy.min.html,arkouda.array_api._statistical_functions.min,array_api._statistical_functions.min,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._statistical_functions.min,True
96,445,absolute,1.0,1.0,True,absolute,numpy.absolute,https://numpy.org/doc/stable/reference/generated/numpy.absolute.html,,,,False
97,446,arctan2,1.0,1.0,True,arctan2,numpy.arctan2,https://numpy.org/doc/stable/reference/generated/numpy.arctan2.html,arkouda.numeric.arctan2,numeric.arctan2,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.arctan2,True
98,447,ceil,1.0,1.0,True,ceil,numpy.ceil,https://numpy.org/doc/stable/reference/generated/numpy.ceil.html,arkouda.numeric.ceil,numeric.ceil,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.ceil,True
99,448,ceil,1.0,1.0,True,ceil,numpy.ceil,https://numpy.org/doc/stable/reference/generated/numpy.ceil.html,arkouda.array_api._elementwise_functions.ceil,array_api._elementwise_functions.ceil,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.ceil,True
100,449,diag_indices,1.0,1.0,True,diag_indices,numpy.diag_indices,https://numpy.org/doc/stable/reference/generated/numpy.diag_indices.html,,,,False
101,450,diff,1.0,1.0,True,diff,numpy.diff,https://numpy.org/doc/stable/reference/generated/numpy.diff.html,,,,False
102,451,dot,1.0,1.0,True,dot,numpy.dot,https://numpy.org/doc/stable/reference/generated/numpy.dot.html,,,,False
103,452,linalg.LinAlgError,1.0,1.0,True,LinAlgError,numpy.linalg.LinAlgError,https://numpy.org/doc/stable/reference/generated/numpy.linalg.LinAlgError.html,,,,False
104,453,linalg.det,1.0,1.0,True,det,numpy.linalg.det,https://numpy.org/doc/stable/reference/generated/numpy.linalg.det.html,,,,False
105,454,linalg.eigh,1.0,1.0,True,eigh,numpy.linalg.eigh,https://numpy.org/doc/stable/reference/generated/numpy.linalg.eigh.html,,,,False
106,455,linalg.matrix_power,1.0,1.0,True,matrix_power,numpy.linalg.matrix_power,https://numpy.org/doc/stable/reference/generated/numpy.linalg.matrix_power.html,,,,False
107,456,linalg.matrix_rank,1.0,1.0,True,matrix_rank,numpy.linalg.matrix_rank,https://numpy.org/doc/stable/reference/generated/numpy.linalg.matrix_rank.html,,,,False
108,457,linalg.pinv,1.0,1.0,True,pinv,numpy.linalg.pinv,https://numpy.org/doc/stable/reference/generated/numpy.linalg.pinv.html,,,,False
109,458,minimum,1.0,1.0,True,minimum,numpy.minimum,https://numpy.org/doc/stable/reference/generated/numpy.minimum.html,,,,False
110,459,random.SFC64,1.0,1.0,True,SFC64,numpy.random.SFC64,https://numpy.org/doc/stable/reference/generated/numpy.random.SFC64.html,,,,False
111,460,random.normal,1.0,1.0,True,normal,numpy.random.normal,https://numpy.org/doc/stable/reference/generated/numpy.random.normal.html,,,,False
112,461,ravel,1.0,1.0,True,ravel,numpy.ravel,https://numpy.org/doc/stable/reference/generated/numpy.ravel.html,,,,False
113,462,repeat,1.0,1.0,True,repeat,numpy.repeat,https://numpy.org/doc/stable/reference/generated/numpy.repeat.html,,,,False
114,463,resize,1.0,1.0,True,resize,numpy.resize,https://numpy.org/doc/stable/reference/generated/numpy.resize.html,,,,False
115,464,row_stack,1.0,1.0,True,row_stack,numpy.row_stack,https://numpy.org/doc/stable/reference/generated/numpy.row_stack.html,,,,False
116,465,testing,1.0,1.0,True,,,,,,,
117,466,unique,1.0,1.0,True,unique,numpy.unique,https://numpy.org/doc/stable/reference/generated/numpy.unique.html,arkouda.categorical.Categorical.unique,categorical.Categorical.unique,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.categorical.Categorical.unique,True
118,467,unique,1.0,1.0,True,unique,numpy.unique,https://numpy.org/doc/stable/reference/generated/numpy.unique.html,arkouda.groupbyclass.unique,groupbyclass.unique,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.groupbyclass.unique,True
119,468,where,1.0,1.0,True,where,numpy.where,https://numpy.org/doc/stable/reference/generated/numpy.where.html,arkouda.numeric.where,numeric.where,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.numeric.where,True
120,469,where,1.0,1.0,True,where,numpy.where,https://numpy.org/doc/stable/reference/generated/numpy.where.html,arkouda.array_api._searching_functions.where,array_api._searching_functions.where,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._searching_functions.where,True
121,470,add,,,,add,numpy.add,https://numpy.org/doc/stable/reference/generated/numpy.add.html,arkouda.array_api._elementwise_functions.add,array_api._elementwise_functions.add,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.add,True
122,471,char.add,,,,add,numpy.char.add,https://numpy.org/doc/stable/reference/generated/numpy.char.add.html,arkouda.array_api._elementwise_functions.add,array_api._elementwise_functions.add,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._elementwise_functions.add,True
123,472,ma.all,,,,all,numpy.ma.all,https://numpy.org/doc/stable/reference/generated/numpy.ma.all.html,arkouda.pdarrayclass.all,pdarrayclass.all,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.all,True
124,473,ma.all,,,,all,numpy.ma.all,https://numpy.org/doc/stable/reference/generated/numpy.ma.all.html,arkouda.array_api._utility_functions.all,array_api._utility_functions.all,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._utility_functions.all,True
125,474,ma.MaskedArray.all,,,,all,numpy.ma.MaskedArray.all,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.all.html,arkouda.pdarrayclass.all,pdarrayclass.all,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.all,True
126,475,ma.MaskedArray.all,,,,all,numpy.ma.MaskedArray.all,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.all.html,arkouda.array_api._utility_functions.all,array_api._utility_functions.all,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._utility_functions.all,True
127,476,matrix.all,,,,all,numpy.matrix.all,https://numpy.org/doc/stable/reference/generated/numpy.matrix.all.html,arkouda.pdarrayclass.all,pdarrayclass.all,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.all,True
128,477,matrix.all,,,,all,numpy.matrix.all,https://numpy.org/doc/stable/reference/generated/numpy.matrix.all.html,arkouda.array_api._utility_functions.all,array_api._utility_functions.all,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._utility_functions.all,True
129,478,ndarray.all,,,,all,numpy.ndarray.all,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.all.html,arkouda.pdarrayclass.all,pdarrayclass.all,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.all,True
130,479,ndarray.all,,,,all,numpy.ndarray.all,https://numpy.org/doc/stable/reference/generated/numpy.ndarray.all.html,arkouda.array_api._utility_functions.all,array_api._utility_functions.all,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._utility_functions.all,True
131,480,ma.allclose,,,,allclose,numpy.ma.allclose,https://numpy.org/doc/stable/reference/generated/numpy.ma.allclose.html,,,,False
132,481,amax,,,,amax,numpy.amax,https://numpy.org/doc/stable/reference/generated/numpy.amax.html,,,,False
133,482,amin,,,,amin,numpy.amin,https://numpy.org/doc/stable/reference/generated/numpy.amin.html,,,,False
134,483,angle,,,,angle,numpy.angle,https://numpy.org/doc/stable/reference/generated/numpy.angle.html,,,,False
135,484,any,,,,any,numpy.any,https://numpy.org/doc/stable/reference/generated/numpy.any.html,arkouda.pdarrayclass.any,pdarrayclass.any,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.any,True
136,485,any,,,,any,numpy.any,https://numpy.org/doc/stable/reference/generated/numpy.any.html,arkouda.array_api._utility_functions.any,array_api._utility_functions.any,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._utility_functions.any,True
137,486,ma.any,,,,any,numpy.ma.any,https://numpy.org/doc/stable/reference/generated/numpy.ma.any.html,arkouda.pdarrayclass.any,pdarrayclass.any,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.any,True
138,487,ma.any,,,,any,numpy.ma.any,https://numpy.org/doc/stable/reference/generated/numpy.ma.any.html,arkouda.array_api._utility_functions.any,array_api._utility_functions.any,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._utility_functions.any,True
139,488,ma.MaskedArray.any,,,,any,numpy.ma.MaskedArray.any,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.any.html,arkouda.pdarrayclass.any,pdarrayclass.any,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.any,True
140,489,ma.MaskedArray.any,,,,any,numpy.ma.MaskedArray.any,https://numpy.org/doc/stable/reference/generated/numpy.ma.MaskedArray.any.html,arkouda.array_api._utility_functions.any,array_api._utility_functions.any,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.array_api._utility_functions.any,True
141,490,matrix.any,,,,any,numpy.matrix.any,https://numpy.org/doc/stable/reference/generated/numpy.matrix.any.html,arkouda.pdarrayclass.any,pdarrayclass.any,file:///home/amandapotts/git/arkouda/docs/autoapi/arkouda/alignment/index.html#arkouda.pdarrayclass.any,True
